id,text,stars,categoria
518,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo.",4,papeleria
519,Parlante bluetooth de Cordillera Home: funciona bien pero el color es más apagado de lo que pensé.,3,electronica
520,Esperaba mucho más por el precio que pagué. Compré un banco Cordillera Home y el servicio al cliente no respondió ningún correo. Y lo peor: se despegó una parte a la semana de uso. Definitivamente no vale lo que cuesta.,1,mueble
521,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,textil
522,Superó mis expectativas. Combina perfecto con el resto de mi decoración.,5,iluminacion
523,¡Excelente! La calidad de los materiales superó mis expectativas.,5,textil
524,Muy recomendado. El acabado se ve mucho más caro de lo que costó. También la calidad de los materiales superó mis expectativas.,5,iluminacion
525,"Esperaba mucho más por el precio que pagué. Compré un banco Fabril y el acabado tiene burbujas y marcas de fábrica. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Por si fuera poco, el servicio al cliente no respondió ningún correo. Sumado a eso, el material se siente mucho más barato de lo que se ve en las fotos. No compraría de nuevo en esta tienda.",1,mueble
526,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que llegó con un rayón visible en la superficie.",4,papeleria
527,Cumple bien lo que promete. El acabado se ve mucho más caro de lo que costó. Lo único es que venía con una pieza rota dentro de la caja.,4,iluminacion
528,"No lo recomiendo para nada. Compré un mouse inalámbrico Norden y el servicio al cliente no respondió ningún correo. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, llegó con un rayón visible en la superficie. Definitivamente no vale lo que cuesta.",1,electronica
529,"No lo recomiendo para nada. Compré un parlante bluetooth Puno Studio y el servicio al cliente no respondió ningún correo. Para peor, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Definitivamente no vale lo que cuesta.",1,electronica
530,"¡Excelente! El diseño es precioso y funcional a la vez. También es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
531,Cumple bien lo que promete. El diseño es precioso y funcional a la vez.,4,mueble
532,Superó mis expectativas. Llegó antes de lo prometido y muy bien embalado. También combina perfecto con el resto de mi decoración.,5,mueble
533,"Velador de Cordillera Home: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
534,"Superó mis expectativas. Quedó espectacular en el living. Además, el acabado se ve mucho más caro de lo que costó.",5,iluminacion
535,"Set de rotuladores de Norden: está bien para el precio, aunque esperaba un poco más.",3,papeleria
536,"Esperaba algo mejor, la verdad. La agenda 2026 de Bosque Design el servicio al cliente no respondió ningún correo.",2,papeleria
537,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones. Lo único es que el servicio al cliente no respondió ningún correo.,4,iluminacion
538,"No cumplió del todo mis expectativas. La cortina de Cordillera Home el envío se demoró casi tres semanas más de lo prometido. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,textil
539,"¡Excelente! Llegó antes de lo prometido y muy bien embalado. Además, el proceso de compra y despacho fue impecable.",5,mueble
540,"Muy decepcionado con esta compra. Compré una cortina Estudio Maule y el acabado tiene burbujas y marcas de fábrica. Para peor, el color no se parece nada a la foto del sitio. Además, no coincide para nada con las medidas publicadas.",1,textil
541,"No lo recomiendo para nada. Compré una silla Norden y llegó con un rayón visible en la superficie. Por si fuera poco, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, se despegó una parte a la semana de uso.",1,mueble
542,No cumplió del todo mis expectativas. La mesa de centro de Tallerín el material se siente mucho más barato de lo que se ve en las fotos.,2,mueble
543,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Estudio Maule y el color no se parece nada a la foto del sitio. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
544,"Esperaba mucho más por el precio que pagué. Compré un cargador rápido Rukan y venía con una pieza rota dentro de la caja. Además, el color no se parece nada a la foto del sitio. Pedí el reembolso y no pienso volver a comprar acá.",1,electronica
545,"Realmente una mala experiencia de principio a fin. Compré una agenda 2026 Tallerín y el color no se parece nada a la foto del sitio. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Una lástima, esperaba mucho más de esta marca.",1,papeleria
546,Tiene varios detalles que no me convencieron. Los audífonos de Norden venía con una pieza rota dentro de la caja.,2,electronica
547,"Muy decepcionado con esta compra. Compré una lámpara de pie Fabril y se despegó una parte a la semana de uso. Para peor, olía fuerte a químico los primeros días. Sumado a eso, venía con una pieza rota dentro de la caja. Por si fuera poco, el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
548,"Closet modular de Puno Studio: está bien para el precio, aunque esperaba un poco más.",3,mueble
549,Set de rotuladores de Casa Sur: el diseño me gusta pero la calidad es regular.,3,papeleria
550,"Realmente una mala experiencia de principio a fin. Compré una alfombra Norden y las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, el acabado tiene burbujas y marcas de fábrica.",1,textil
551,Superó mis expectativas. El diseño es precioso y funcional a la vez.,5,papeleria
552,"No cumplió del todo mis expectativas. Los audífonos de Lumina el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,electronica
553,Superó mis expectativas. El acabado se ve mucho más caro de lo que costó.,5,electronica
554,"Increíble calidad. Es súper fácil de armar, en 10 minutos estaba listo. También la calidad de los materiales superó mis expectativas.",5,electronica
555,Muy recomendado. Se nota el cuidado en los detalles y terminaciones.,5,mueble
556,"No cumplió del todo mis expectativas. La silla de Bosque Design olía fuerte a químico los primeros días. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,mueble
557,"No lo recomiendo para nada. Compré un escritorio Lumina y se despegó una parte a la semana de uso. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,mueble
558,"Una de las peores experiencias de compra que he tenido. Compré una funda de sofá Casa Sur y se despegó una parte a la semana de uso. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, el servicio al cliente no respondió ningún correo.",1,textil
559,"Muy decepcionado con esta compra. Compré una funda de sofá Estudio Maule y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Para peor, venía con una pieza rota dentro de la caja. Definitivamente no vale lo que cuesta.",1,textil
560,Increíble calidad. Quedó espectacular en el living.,5,textil
561,"Increíble calidad. Llegó antes de lo prometido y muy bien embalado. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
562,"Bastante conforme con el producto. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",4,mueble
563,Cumple bien lo que promete. Llegó antes de lo prometido y muy bien embalado.,4,textil
564,"Increíble calidad. El diseño es precioso y funcional a la vez. Además, llegó antes de lo prometido y muy bien embalado.",5,papeleria
565,Muy recomendado. El diseño es precioso y funcional a la vez. También el proceso de compra y despacho fue impecable.,5,electronica
566,"Realmente una mala experiencia de principio a fin. Compré una agenda 2026 Cordillera Home y venía con una pieza rota dentro de la caja. Sumado a eso, se despegó una parte a la semana de uso. Para peor, el envío se demoró casi tres semanas más de lo prometido. Para peor, llegó golpeado por todos lados, el embalaje era pésimo. Definitivamente no vale lo que cuesta.",1,papeleria
567,Muy buena compra en general. El diseño es precioso y funcional a la vez.,4,mueble
568,"Esperaba algo mejor, la verdad. El sillón de Casa Sur tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,mueble
569,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó. Además, la calidad de los materiales superó mis expectativas.",5,iluminacion
570,"Realmente una mala experiencia de principio a fin. Compré un teclado mecánico Cordillera Home y se despegó una parte a la semana de uso. Por si fuera poco, olía fuerte a químico los primeros días. Definitivamente no vale lo que cuesta.",1,electronica
571,"Esperaba mucho más por el precio que pagué. Compré un colgante LED Fabril y llegó con un rayón visible en la superficie. Para peor, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: el envío se demoró casi tres semanas más de lo prometido. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
572,"Esperaba algo mejor, la verdad. El teclado mecánico de Casa Sur el envío se demoró casi tres semanas más de lo prometido.",2,electronica
573,"Esperaba algo mejor, la verdad. La cortina de Rukan el envío se demoró casi tres semanas más de lo prometido. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,textil
574,"Cargador rápido de Norden: llegó a tiempo, aunque el embalaje podría mejorar.",3,electronica
575,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Bosque Design y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Por si fuera poco, venía con una pieza rota dentro de la caja. Además, se despegó una parte a la semana de uso. Definitivamente no vale lo que cuesta.",1,iluminacion
576,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones. Lo único es que venía con una pieza rota dentro de la caja.,4,electronica
577,Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones.,5,textil
578,Cumple bien lo que promete. Llegó antes de lo prometido y muy bien embalado. Lo único es que no coincide para nada con las medidas publicadas.,4,papeleria
579,Muy buena compra en general. Se nota el cuidado en los detalles y terminaciones. Lo único es que el servicio al cliente no respondió ningún correo.,4,textil
580,"Superó mis expectativas. Combina perfecto con el resto de mi decoración. Además, el diseño es precioso y funcional a la vez.",5,papeleria
581,"Esperaba mucho más por el precio que pagué. Compré un parlante bluetooth Lumina y faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, no coincide para nada con las medidas publicadas. Además, llegó golpeado por todos lados, el embalaje era pésimo. Una lástima, esperaba mucho más de esta marca.",1,electronica
582,Muy buena compra en general. La calidad de los materiales superó mis expectativas. Lo único es que venía con una pieza rota dentro de la caja.,4,papeleria
583,No cumplió del todo mis expectativas. La mesa de centro de Tallerín el acabado tiene burbujas y marcas de fábrica.,2,mueble
584,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
585,"Muy decepcionado con esta compra. Compré un aplique de pared Lumina y las instrucciones de armado están mal traducidas y no calzan con las piezas. Sumado a eso, faltaban tornillos y tuve que comprarlos por mi cuenta. Además, el color no se parece nada a la foto del sitio. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
586,"Realmente una mala experiencia de principio a fin. Compré una lámpara de pie Estudio Maule y llegó con un rayón visible en la superficie. Sumado a eso, el tamaño real es bastante menor al que aparece en la descripción. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
587,"Una de las peores experiencias de compra que he tenido. Compré un velador con luz Tallerín y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, llegó con un rayón visible en la superficie. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo.",1,iluminacion
588,"Perfecto, tal cual se describe. Quedó espectacular en el living.",5,electronica
589,Cumple bien lo que promete. Llegó antes de lo prometido y muy bien embalado.,4,electronica
590,Muy buena compra en general. Combina perfecto con el resto de mi decoración.,4,textil
591,¡Excelente! Combina perfecto con el resto de mi decoración.,5,electronica
592,"Una de las peores experiencias de compra que he tenido. Compré una alfombra Cordillera Home y no coincide para nada con las medidas publicadas. Y lo peor: el servicio al cliente no respondió ningún correo. Sumado a eso, se despegó una parte a la semana de uso. Definitivamente no vale lo que cuesta.",1,textil
593,Cumple bien lo que promete. Quedó espectacular en el living.,4,textil
594,"Esperaba algo mejor, la verdad. La cortina de Bosque Design olía fuerte a químico los primeros días.",2,textil
595,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
596,"Muy decepcionado con esta compra. Compré una cinta LED Estudio Maule y llegó golpeado por todos lados, el embalaje era pésimo. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Además, venía con una pieza rota dentro de la caja. Definitivamente no vale lo que cuesta.",1,iluminacion
597,"No cumplió del todo mis expectativas. El closet modular de Cordillera Home no coincide para nada con las medidas publicadas. Eso sí, la calidad de los materiales superó mis expectativas.",2,mueble
598,"¡Excelente! Combina perfecto con el resto de mi decoración. Además, el diseño es precioso y funcional a la vez.",5,textil
599,,1,electronica
600,"Realmente una mala experiencia de principio a fin. Compré una repisa Norden y las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, llegó con un rayón visible en la superficie. Una lástima, esperaba mucho más de esta marca.",1,mueble
601,"Muy decepcionado con esta compra. Compré un teclado mecánico Fabril y llegó con un rayón visible en la superficie. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. No compraría de nuevo en esta tienda.",1,electronica
602,No cumplió del todo mis expectativas. La cortina de Casa Sur se despegó una parte a la semana de uso.,2,textil
603,¡Excelente! Se nota el cuidado en los detalles y terminaciones.,5,electronica
604,"Muy decepcionado con esta compra. Compré una silla Estudio Maule y el envío se demoró casi tres semanas más de lo prometido. Además, el color no se parece nada a la foto del sitio. Una lástima, esperaba mucho más de esta marca.",1,mueble
605,Increíble calidad. Combina perfecto con el resto de mi decoración. También quedó espectacular en el living.,5,mueble
606,"Organizador de escritorio de Rukan: llegó a tiempo, aunque el embalaje podría mejorar.",3,papeleria
607,"Muy decepcionado con esta compra. Compré un mouse inalámbrico Norden y el color no se parece nada a la foto del sitio. Por si fuera poco, venía con una pieza rota dentro de la caja. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, no coincide para nada con las medidas publicadas.",1,electronica
608,No cumplió del todo mis expectativas. El sillón de Casa Sur llegó con un rayón visible en la superficie.,2,mueble
609,Set de rotuladores de Rukan: funciona bien pero el color es más apagado de lo que pensé.,3,papeleria
610,"Cuaderno de diseño de Norden: llegó a tiempo, aunque el embalaje podría mejorar.",3,papeleria
611,Increíble calidad. El proceso de compra y despacho fue impecable.,5,textil
612,"Funda de sofá de Bosque Design: llegó a tiempo, aunque el embalaje podría mejorar.",3,textil
613,"No lo recomiendo para nada. Compré un colgante LED Puno Studio y las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, el servicio al cliente no respondió ningún correo. Por si fuera poco, no coincide para nada con las medidas publicadas. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
614,Cumple bien lo que promete. El acabado se ve mucho más caro de lo que costó. Lo único es que el envío se demoró casi tres semanas más de lo prometido.,4,mueble
615,Muy decepcionado con esta compra. Compré un escritorio Estudio Maule y olía fuerte a químico los primeros días. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. No compraría de nuevo en esta tienda.,1,mueble
616,"Cortina de Rukan: está bien para el precio, aunque esperaba un poco más.",3,textil
617,Cumple bien lo que promete. El proceso de compra y despacho fue impecable. Lo único es que el envío se demoró casi tres semanas más de lo prometido.,4,electronica
618,Cumple bien lo que promete. Combina perfecto con el resto de mi decoración.,4,iluminacion
619,"Esperaba algo mejor, la verdad. El closet modular de Estudio Maule el envío se demoró casi tres semanas más de lo prometido.",2,mueble
620,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Norden y el color no se parece nada a la foto del sitio. Sumado a eso, venía con una pieza rota dentro de la caja. Además, el acabado tiene burbujas y marcas de fábrica. Una lástima, esperaba mucho más de esta marca.",1,papeleria
621,"Increíble calidad. El acabado se ve mucho más caro de lo que costó. Y de paso, quedó espectacular en el living.",5,iluminacion
622,"Esperaba algo mejor, la verdad. Los audífonos de Estudio Maule el material se siente mucho más barato de lo que se ve en las fotos.",2,electronica
623,"Escritorio de Lumina: está bien para el precio, aunque esperaba un poco más.",3,mueble
624,"Esperaba mucho más por el precio que pagué. Compré un banco Cordillera Home y se despegó una parte a la semana de uso. Por si fuera poco, olía fuerte a químico los primeros días. Para peor, el tamaño real es bastante menor al que aparece en la descripción. Para peor, el color no se parece nada a la foto del sitio. No compraría de nuevo en esta tienda.",1,mueble
625,,5,mueble
626,"Esperaba mucho más por el precio que pagué. Compré una silla Estudio Maule y el acabado tiene burbujas y marcas de fábrica. Además, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: venía con una pieza rota dentro de la caja.",1,mueble
627,"No cumplió del todo mis expectativas. El set de rotuladores de Rukan faltaban tornillos y tuve que comprarlos por mi cuenta. Eso sí, el diseño es precioso y funcional a la vez.",2,papeleria
628,"Increíble calidad. Es exactamente como se veía en las fotos. Y de paso, la calidad de los materiales superó mis expectativas.",5,papeleria
629,"Tiene varios detalles que no me convencieron. El velador de Norden llegó con un rayón visible en la superficie. Eso sí, la calidad de los materiales superó mis expectativas.",2,mueble
630,¡Excelente! El proceso de compra y despacho fue impecable.,5,mueble
631,Muy recomendado. El proceso de compra y despacho fue impecable.,5,electronica
632,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo. También es exactamente como se veía en las fotos.",5,mueble
633,"Esperaba mucho más por el precio que pagué. Compré una lámpara de pie Tallerín y faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Para peor, el servicio al cliente no respondió ningún correo. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,iluminacion
634,"Lámpara de pie de Cordillera Home: es correcto sin sorprender, cumple su función.",3,iluminacion
635,"Perfecto, tal cual se describe. Es exactamente como se veía en las fotos.",5,papeleria
636,Muy buena compra en general. El proceso de compra y despacho fue impecable.,4,electronica
637,Muy buena compra en general. Es exactamente como se veía en las fotos.,4,iluminacion
638,Tiene varios detalles que no me convencieron. La cinta LED de Tallerín faltaban tornillos y tuve que comprarlos por mi cuenta.,2,iluminacion
639,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo.",4,electronica
640,Esperaba mucho más por el precio que pagué. Compré un teclado mecánico Lumina y no coincide para nada con las medidas publicadas. Y lo peor: faltaban tornillos y tuve que comprarlos por mi cuenta.,1,electronica
641,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
642,,1,papeleria
643,"Esperaba mucho más por el precio que pagué. Compré una cinta LED Casa Sur y las instrucciones de armado están mal traducidas y no calzan con las piezas. Sumado a eso, olía fuerte a químico los primeros días. Sumado a eso, llegó con un rayón visible en la superficie. Para peor, el servicio al cliente no respondió ningún correo. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
644,"Perfecto, tal cual se describe. Es exactamente como se veía en las fotos. También se nota el cuidado en los detalles y terminaciones.",5,textil
645,"Realmente una mala experiencia de principio a fin. Compré un colgante LED Casa Sur y el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
646,"Perfecto, tal cual se describe. Combina perfecto con el resto de mi decoración. También se nota el cuidado en los detalles y terminaciones.",5,iluminacion
647,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones. Lo único es que el material se siente mucho más barato de lo que se ve en las fotos.,4,papeleria
648,"Muy recomendado. Se nota el cuidado en los detalles y terminaciones. Y de paso, combina perfecto con el resto de mi decoración.",5,iluminacion
649,"Tiene varios detalles que no me convencieron. El aplique de pared de Lumina venía con una pieza rota dentro de la caja. Eso sí, se nota el cuidado en los detalles y terminaciones.",2,iluminacion
650,"Perfecto, tal cual se describe. Es súper fácil de armar, en 10 minutos estaba listo. Además, se nota el cuidado en los detalles y terminaciones.",5,electronica
651,"Muy decepcionado con esta compra. Compré un mouse inalámbrico Estudio Maule y el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, venía con una pieza rota dentro de la caja. No compraría de nuevo en esta tienda.",1,electronica
652,Muy recomendado. Combina perfecto con el resto de mi decoración. También se nota el cuidado en los detalles y terminaciones.,5,mueble
653,"Esperaba algo mejor, la verdad. El teclado mecánico de Casa Sur el servicio al cliente no respondió ningún correo. Eso sí, quedó espectacular en el living.",2,electronica
654,"Realmente una mala experiencia de principio a fin. Compré un escritorio Lumina y el acabado tiene burbujas y marcas de fábrica. Para peor, el color no se parece nada a la foto del sitio. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Para peor, no coincide para nada con las medidas publicadas.",1,mueble
655,Bastante conforme con el producto. Combina perfecto con el resto de mi decoración.,4,mueble
656,"Funda de sofá de Puno Studio: está bien para el precio, aunque esperaba un poco más.",3,textil
657,¡Excelente! Se nota el cuidado en los detalles y terminaciones.,5,mueble
658,"Muy recomendado. Es exactamente como se veía en las fotos. Y de paso, el diseño es precioso y funcional a la vez.",5,papeleria
659,"Realmente una mala experiencia de principio a fin. Compré una silla Fabril y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Definitivamente no vale lo que cuesta.",1,mueble
660,"Esperaba mucho más por el precio que pagué. Compré un cojín Lumina y llegó golpeado por todos lados, el embalaje era pésimo. Y lo peor: no coincide para nada con las medidas publicadas. No compraría de nuevo en esta tienda.",1,textil
661,"Bastante conforme con el producto. Es súper fácil de armar, en 10 minutos estaba listo.",4,electronica
662,¡Excelente! Se nota el cuidado en los detalles y terminaciones. También la calidad de los materiales superó mis expectativas.,5,electronica
663,Muy recomendado. El diseño es precioso y funcional a la vez.,5,textil
664,"¡Excelente! El diseño es precioso y funcional a la vez. Además, el proceso de compra y despacho fue impecable.",5,mueble
665,"Esperaba algo mejor, la verdad. El cuaderno de diseño de Bosque Design llegó golpeado por todos lados, el embalaje era pésimo.",2,papeleria
666,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Bosque Design y el envío se demoró casi tres semanas más de lo prometido. Para peor, olía fuerte a químico los primeros días.",1,iluminacion
667,"Muy decepcionado con esta compra. Compré una mesa de centro Casa Sur y el color no se parece nada a la foto del sitio. Para peor, llegó con un rayón visible en la superficie. Además, venía con una pieza rota dentro de la caja. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido.",1,mueble
668,¡Excelente! Llegó antes de lo prometido y muy bien embalado. También el acabado se ve mucho más caro de lo que costó.,5,mueble
669,"Increíble calidad. El proceso de compra y despacho fue impecable. Y de paso, llegó antes de lo prometido y muy bien embalado.",5,mueble
670,"Perfecto, tal cual se describe. Quedó espectacular en el living. Además, es exactamente como se veía en las fotos.",5,iluminacion
671,Muy recomendado. Llegó antes de lo prometido y muy bien embalado.,5,textil
672,"Muy recomendado. Combina perfecto con el resto de mi decoración. Además, la calidad de los materiales superó mis expectativas.",5,iluminacion
673,"Bastante conforme con el producto. Quedó espectacular en el living. Lo único es que tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",4,iluminacion
674,Increíble calidad. Combina perfecto con el resto de mi decoración.,5,iluminacion
675,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo.",4,textil
676,No cumplió del todo mis expectativas. La mesa de centro de Estudio Maule las instrucciones de armado están mal traducidas y no calzan con las piezas.,2,mueble
677,"No cumplió del todo mis expectativas. El cuaderno de diseño de Bosque Design el color no se parece nada a la foto del sitio. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,papeleria
678,"No lo recomiendo para nada. Compré una silla Estudio Maule y olía fuerte a químico los primeros días. Sumado a eso, faltaban tornillos y tuve que comprarlos por mi cuenta. Una lástima, esperaba mucho más de esta marca.",1,mueble
679,"Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Bosque Design y faltaban tornillos y tuve que comprarlos por mi cuenta. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: el color no se parece nada a la foto del sitio. Por si fuera poco, olía fuerte a químico los primeros días. No compraría de nuevo en esta tienda.",1,papeleria
680,"No cumplió del todo mis expectativas. El aplique de pared de Tallerín se despegó una parte a la semana de uso. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,iluminacion
681,"No lo recomiendo para nada. Compré unos audífonos Tallerín y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el color no se parece nada a la foto del sitio. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,electronica
682,Cumple bien lo que promete. El acabado se ve mucho más caro de lo que costó.,4,mueble
683,"Tiene varios detalles que no me convencieron. La lámpara de pie de Puno Studio el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,iluminacion
684,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Fabril y el color no se parece nada a la foto del sitio. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, no coincide para nada con las medidas publicadas. Y lo peor: el servicio al cliente no respondió ningún correo. No compraría de nuevo en esta tienda.",1,papeleria
685,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que olía fuerte a químico los primeros días.,4,iluminacion
686,¡Excelente! El proceso de compra y despacho fue impecable.,5,papeleria
687,"¡Excelente! Se nota el cuidado en los detalles y terminaciones. Además, el diseño es precioso y funcional a la vez.",5,textil
688,"Esperaba mucho más por el precio que pagué. Compré un colgante LED Lumina y olía fuerte a químico los primeros días. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, llegó con un rayón visible en la superficie. Además, las instrucciones de armado están mal traducidas y no calzan con las piezas. No compraría de nuevo en esta tienda.",1,iluminacion
689,"Perfecto, tal cual se describe. El diseño es precioso y funcional a la vez.",5,papeleria
690,Cumple bien lo que promete. Es exactamente como se veía en las fotos.,4,electronica
691,"Muy decepcionado con esta compra. Compré una funda de sofá Tallerín y el servicio al cliente no respondió ningún correo. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: olía fuerte a químico los primeros días.",1,textil
692,Repisa de Estudio Maule: el diseño me gusta pero la calidad es regular.,3,mueble
693,"Banco de Lumina: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
694,"Esperaba algo mejor, la verdad. El sillón de Tallerín se despegó una parte a la semana de uso.",2,mueble
695,Set de rotuladores de Bosque Design: el diseño me gusta pero la calidad es regular.,3,papeleria
696,Muy recomendado. Se nota el cuidado en los detalles y terminaciones.,5,electronica
697,Superó mis expectativas. El acabado se ve mucho más caro de lo que costó. También llegó antes de lo prometido y muy bien embalado.,5,textil
698,"Muy buena compra en general. La calidad de los materiales superó mis expectativas. Lo único es que tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",4,mueble
699,"No cumplió del todo mis expectativas. El organizador de escritorio de Casa Sur llegó golpeado por todos lados, el embalaje era pésimo. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,papeleria
700,"Escritorio de Cordillera Home: llegó a tiempo, aunque el embalaje podría mejorar.",3,mueble
701,"Muy decepcionado con esta compra. Compré una silla Puno Studio y no coincide para nada con las medidas publicadas. Para peor, el acabado tiene burbujas y marcas de fábrica. Para peor, el tamaño real es bastante menor al que aparece en la descripción. Para peor, venía con una pieza rota dentro de la caja. Una lástima, esperaba mucho más de esta marca.",1,mueble
702,Cumple bien lo que promete. Combina perfecto con el resto de mi decoración. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.,4,iluminacion
703,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Estudio Maule y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: el servicio al cliente no respondió ningún correo. No compraría de nuevo en esta tienda.",1,iluminacion
